Region,Year of Order Date,Quarter of Order Date,Profit
East,2012,Q2,11.0245
East,2012,Q2,-279.93
Central,2013,Q4,-668.187
Central,2012,Q3,-169.227
Central,2014,Q1,5603.95
Central,2013,Q1,1009.38
Central,2014,Q3,-180.61
Central,2013,Q2,-214.533
Central,2012,Q4,-1799.35
Central,2013,Q1,-1153.9
Central,2014,Q1,-226.512
Central,2012,Q4,-186.129
Central,2014,Q1,-626.04
Central,2015,Q3,-98.046
Central,2015,Q3,2245.24
Central,2014,Q4,764.95
Central,2015,Q4,813.49
Central,2013,Q4,-1048.248
Central,2012,Q3,-1142.2
Central,2013,Q4,-752.832
Central,2014,Q4,-337.92
Central,2014,Q1,-68.16
Central,2013,Q2,-187.75
Central,2013,Q3,-270
Central,2015,Q3,44.8
Central,2014,Q4,-1623.6
Central,2012,Q4,-639.47
Central,2013,Q2,-160.46
Central,2013,Q1,-1775.83
Central,2014,Q1,-210.14
Central,2014,Q3,-304.47
Central,2015,Q1,-471.258
Central,2015,Q3,-614.37
Central,2014,Q2,229.22
Central,2015,Q1,-144.43
Central,2014,Q2,539.54
Central,2012,Q4,598.24
Central,2015,Q3,-514.32
Central,2015,Q3,768.06
Central,2013,Q4,3424.22
Central,2015,Q1,4264.82
East,2015,Q4,-399.67
East,2014,Q3,-1248.58
East,2013,Q2,-364.873366
East,2013,Q2,-364.873366
East,2013,Q3,-64.14
East,2012,Q3,-1303.6
East,2013,Q3,-62.19
East,2013,Q3,-633.441237
East,2015,Q2,-1008.73058
East,2013,Q2,-715.778206
East,2015,Q1,-433.290143
East,2013,Q4,-1025.188307
East,2013,Q2,-513.79042
East,2015,Q2,65.24685
East,2013,Q3,-728.18
East,2014,Q1,3408.29
East,2013,Q2,4127.79
East,2013,Q3,-364.873366
East,2015,Q4,-159.21
East,2015,Q1,-679.044366
East,2013,Q4,-383.5
East,2015,Q3,-500.4571
East,2015,Q2,-526.478095
East,2013,Q4,-71.48
East,2015,Q3,-199.46
East,2015,Q3,-177.07
East,2014,Q3,-627.641157
East,2014,Q4,54.23085
East,2015,Q1,-774.890688
East,2014,Q4,-433.290143
East,2013,Q2,-603.8
East,2015,Q2,-1331.553366
East,2014,Q1,-774.890688
East,2013,Q2,-174.94
East,2013,Q4,-340.48
East,2013,Q2,3325.03
East,2012,Q3,-439.62
East,2013,Q4,-89.9
East,2014,Q4,-246.32
East,2013,Q1,-969.048366
East,2014,Q3,-693.230395
East,2015,Q3,-1331.553366
East,2013,Q4,-2301.5278
East,2012,Q4,-83.63
East,2015,Q2,-183.09
East,2013,Q4,-377.25
East,2012,Q3,1660.92
East,2013,Q4,
South,2014,Q2,-215.39
South,2015,Q3,-192.7
South,2013,Q4,-288.68
South,2012,Q3,-286.9
South,2015,Q2,-593.23
South,2014,Q4,348.84
South,2013,Q1,-899.34
South,2014,Q2,-1286.43
South,2014,Q4,624.36
South,2014,Q1,-252.53
South,2014,Q4,61.9
South,2014,Q2,-279.74
South,2012,Q4,-612.94
South,2013,Q1,-205.29
South,2013,Q2,-41.77
South,2013,Q3,-474.49
South,2015,Q4,-66.38
South,2015,Q1,120.01
South,2012,Q4,248.19
South,2015,Q2,-251.41
South,2013,Q3,-493.6
South,2013,Q3,886.35
South,2015,Q4,192.31
South,2012,Q3,-247.25
South,2014,Q2,-21.39
South,2014,Q4,634.76
South,2015,Q2,-1134.61
South,2015,Q3,1488.77
South,2014,Q2,915.8
South,2014,Q1,-307.96
South,2013,Q2,1523.46
West,2012,Q4,-173.96
West,2015,Q1,483.95
West,2015,Q4,-126.47
West,2014,Q1,-296.06
West,2014,Q1,835.46
West,2012,Q4,5325.14
West,2015,Q3,-793.36
West,2014,Q3,1464.23
West,2013,Q1,7132.18
West,2013,Q4,-796.51
West,2014,Q3,565.34
West,2013,Q3,-624.29
West,2015,Q3,91.57
West,2012,Q3,2860.31
West,2015,Q1,-776.72
West,2014,Q4,-95.04
West,2014,Q1,9.93
West,2013,Q2,-425.72
West,2015,Q1,-1296.93
West,2015,Q1,-567.14
West,2015,Q2,1836.81
West,2013,Q3,-323.18
West,2012,Q4,-178.54
West,2015,Q3,-176.77
West,2014,Q3,-581.59
West,2015,Q2,-404.36
West,2014,Q4,-593.8
West,2013,Q1,-1216.64
West,2015,Q1,4860.73
West,2015,Q4,303.39
West,2014,Q4,-301.73
West,2015,Q4,1881.76
West,2013,Q4,251.64
West,2014,Q2,224.8
West,2014,Q4,114.46
West,2013,Q4,-423.77
West,2015,Q1,7.55
Central,2015,Q2,-305.98
Central,2014,Q1,-237.618
Central,2012,Q2,-223.587
Central,2013,Q1,-86.99
Central,2013,Q2,111.52
Central,2015,Q2,-277.29
Central,2012,Q4,-871.515
Central,2012,Q4,455.02
Central,2015,Q4,-536.166
Central,2014,Q3,-393.96
Central,2014,Q2,-1508.46
Central,2015,Q4,-1059.2
Central,2015,Q4,-432.54
Central,2014,Q1,539.54
Central,2014,Q1,-6474.654
Central,2012,Q3,-165.6
Central,2013,Q4,176.04
Central,2013,Q3,-158.93
Central,2014,Q1,678.26
Central,2015,Q3,
Central,2014,Q1,-98.3
Central,2012,Q3,-2136.66
Central,2012,Q4,-279.44
Central,2014,Q3,-1766.01
Central,2014,Q4,117.23
Central,2014,Q1,103.83
Central,2013,Q1,-635.65
Central,2012,Q3,-2946.051
Central,2014,Q3,-270.63
Central,2014,Q3,-144.198
Central,2014,Q3,1541.25
Central,2015,Q3,-2661.318
Central,2015,Q3,-1609.92
Central,2014,Q2,715.18
Central,2015,Q3,275.93
Central,2013,Q3,-160.46
Central,2012,Q3,883.29
Central,2015,Q2,421.15
Central,2015,Q3,-190.78
Central,2015,Q3,-684.072
Central,2012,Q3,-201.276
Central,2015,Q4,135.68
Central,2015,Q2,-1207.18
Central,2013,Q2,-355.941
Central,2015,Q3,789.05
Central,2014,Q3,-268.36
Central,2013,Q3,297.79
Central,2014,Q1,-1046.78
Central,2015,Q2,1261.44
Central,2012,Q4,636.2
Central,2013,Q3,337.29
Central,2015,Q3,-197.88
Central,2012,Q4,80.44
Central,2013,Q4,-588.9
Central,2012,Q2,-80.83
Central,2012,Q4,-42.96
Central,2013,Q2,-443.78
Central,2015,Q1,-219.375
Central,2015,Q3,-139.266
Central,2013,Q1,-801.09
Central,2015,Q4,-120.85
Central,2013,Q1,-352.242
Central,2015,Q2,98.75
Central,2013,Q4,-1284.24
Central,2014,Q3,1055.47
Central,2015,Q2,957.29
Central,2013,Q4,865.02
Central,2015,Q1,149.83
Central,2015,Q3,11.46
Central,2013,Q2,-1086.43
Central,2015,Q3,-351.3
Central,2015,Q2,176.67
Central,2014,Q4,133.3
Central,2015,Q1,-384.6
Central,2014,Q2,1063.46
Central,2013,Q4,151.86
Central,2014,Q1,-1255.86
Central,2013,Q4,-320.3
Central,2013,Q3,2357.86
Central,2013,Q4,-931.248
Central,2013,Q3,1034.54
Central,2013,Q1,-203.9
Central,2014,Q1,-690.21
Central,2013,Q4,-996.67
Central,2015,Q4,801.72
Central,2013,Q1,205.83
Central,2012,Q3,232.78
Central,2015,Q4,-1197.58
Central,2012,Q3,788.79
Central,2014,Q2,182.53
Central,2012,Q3,-444.14
Central,2012,Q4,273.27
Central,2014,Q1,1902.99
Central,2013,Q4,-88.64
Central,2015,Q4,-328.36
Central,2012,Q4,-88.75
Central,2013,Q1,-549.27
Central,2013,Q4,31.21
Central,2014,Q1,-998.937
Central,2014,Q3,-261.612
Central,2014,Q4,-338.27
Central,2013,Q3,-484.64
Central,2015,Q4,-760.977
Central,2012,Q4,658.88
Central,2014,Q1,618.36
Central,2012,Q2,-103.63
Central,2013,Q1,85.29
Central,2014,Q3,-157.63
Central,2013,Q1,-192.51
Central,2015,Q2,-231.6
East,2015,Q3,-1981.551
East,2013,Q1,-969.048366
East,2013,Q2,583.15
East,2012,Q3,11.65095
East,2015,Q1,-434.148
East,2013,Q3,-281.2238
East,2015,Q2,54.23085
East,2013,Q1,11.65095
East,2014,Q4,11.65095
East,2014,Q4,-433.290143
East,2013,Q4,111.0474
East,2014,Q4,-388.5167
East,2015,Q2,-1331.553366
East,2012,Q3,-1764.29
East,2015,Q2,-171.92
East,2013,Q4,1656.46215
East,2013,Q1,-300.854983
East,2014,Q4,-969.048366
East,2014,Q1,-712.5261
East,2013,Q3,-300.854983
East,2014,Q2,-354.1252
East,2015,Q4,-335.317125
East,2015,Q2,-102.3
East,2012,Q4,545.69745
East,2012,Q4,2383.42
East,2012,Q3,41.53
East,2013,Q1,-187.29
East,2015,Q4,-2897.2515
East,2014,Q1,-1615.5854
East,2014,Q4,-513.79042
East,2013,Q3,-352.959035
East,2013,Q2,-868.88
East,2014,Q2,-679.044366
East,2013,Q2,-694.9
East,2013,Q4,-528.653125
East,2014,Q3,-715.778206
East,2015,Q1,1358.53
East,2015,Q2,-181.27
East,2015,Q1,6888.36
East,2013,Q2,2349.29
East,2014,Q1,763.33
East,2013,Q1,5365.43
East,2013,Q3,-227.51
East,2014,Q2,-65.02
East,2014,Q1,-896.94
East,2015,Q3,632.98
East,2014,Q3,-331.08
East,2012,Q4,-385.004477
East,2015,Q4,151.09
East,2014,Q1,-375.3321
East,2014,Q3,33.98895
East,2015,Q4,-9611.91
East,2015,Q3,25.20675
East,2012,Q4,-574.5597
East,2014,Q4,-1620.41
East,2014,Q3,-77.31
East,2015,Q4,-768.14
East,2015,Q2,3083.98
East,2015,Q4,329.28
South,2013,Q1,-60.74
South,2013,Q2,2011.31
South,2014,Q1,
South,2015,Q4,1094.57
South,2015,Q1,935.06
South,2014,Q4,-236.63
South,2012,Q3,-132.74
South,2013,Q1,-824.91
South,2012,Q2,2428.59
South,2013,Q1,-175.46
South,2013,Q3,5713.53
South,2014,Q4,1148.23
South,2012,Q3,-194.83
South,2013,Q3,-381.04
South,2015,Q1,1187.8
South,2015,Q4,-81.89
South,2015,Q1,-1231.35
South,2012,Q3,-270.85
South,2012,Q4,-855.03
South,2015,Q4,1148.88
South,2013,Q3,691.13
South,2012,Q4,1541.68
South,2014,Q4,7497.55
South,2015,Q2,-209.56
South,2014,Q1,1853.19
South,2013,Q1,-395.12
South,2014,Q3,-450.1
South,2012,Q4,-1195.12
South,2012,Q4,3799.59
South,2013,Q1,-1701.96
South,2013,Q1,-50.31
South,2013,Q1,-210.3
South,2013,Q1,-513.76
South,2012,Q3,-533.69
South,2014,Q2,-184.06
South,2015,Q2,-407.17
South,2012,Q4,-1111.45
South,2012,Q3,-720.2
South,2013,Q2,-465.66
South,2013,Q2,-168.48
South,2013,Q4,-533.44
South,2015,Q2,213.62
South,2014,Q1,-557.2
South,2015,Q1,-412.36
South,2012,Q3,-686.45
South,2014,Q2,-1177.14
South,2014,Q2,109.39
South,2014,Q4,-85.86
South,2012,Q2,-381.16
South,2015,Q1,-119.55
South,2014,Q2,-193.97
South,2013,Q2,-556.18
South,2014,Q1,-198.8
West,2012,Q3,239.23
West,2013,Q2,1715.9
West,2012,Q4,-374.96
West,2015,Q4,-694.33
West,2012,Q4,-937.06
West,2015,Q2,-307.86
West,2014,Q2,-284.06
West,2012,Q3,-382.43
West,2014,Q2,-319.26
West,2014,Q3,-69.66
West,2013,Q2,124.36
West,2012,Q3,173.48
West,2013,Q3,-1348.06
West,2015,Q1,192.2
West,2015,Q1,-427.99
West,2013,Q1,-556.25
West,2014,Q1,-1341.11
West,2015,Q3,-271.26
West,2013,Q2,-220.84
West,2014,Q3,-1280.6
West,2014,Q3,-1748.56
West,2013,Q2,-212.34
West,2013,Q3,-545.82
West,2013,Q2,-885.73
West,2015,Q4,1687.07
West,2013,Q3,226.63
West,2015,Q1,-1820.84
West,2015,Q4,-737.41
West,2015,Q3,-284.68
West,2013,Q3,-1099.46
West,2014,Q2,104.48
West,2015,Q4,-762.44
West,2014,Q4,2532
West,2012,Q3,-224.2
West,2015,Q1,241.06
West,2014,Q2,-211.58
West,2012,Q3,394.52
West,2012,Q4,-184.16
West,2014,Q3,-307.46
West,2014,Q1,-1231.98
West,2012,Q3,2048.63
West,2014,Q2,3918.54
West,2012,Q4,-500.38
West,2014,Q2,298.83
West,2013,Q3,-400.33
West,2013,Q3,-113.08
West,2013,Q1,-357.65
West,2013,Q1,-409.79
West,2013,Q4,-1249.39
West,2013,Q4,-298.9
West,2012,Q4,1383.24
West,2012,Q4,-78.36
West,2014,Q4,2322.44
West,2014,Q4,1760.11
West,2015,Q1,341.98
West,2014,Q1,539.69
West,2013,Q3,803.48
West,2015,Q4,-448.25
West,2015,Q4,-166.96
West,2014,Q4,1774.53
West,2014,Q2,209.54
West,2015,Q1,-1335.32
West,2013,Q3,-335.22
Central,2014,Q2,1292.44
Central,2013,Q3,552.97
Central,2015,Q3,-3687.651
Central,2015,Q1,440.72
Central,2013,Q4,-455.8
Central,2012,Q2,-129.53
Central,2015,Q2,-252.01
Central,2013,Q4,-1760.571
Central,2014,Q2,-1975.26
Central,2013,Q3,-1181.71
Central,2013,Q3,1068.48
Central,2014,Q1,-3404.24
Central,2014,Q1,-124.42
Central,2015,Q2,1116.67
Central,2013,Q1,-1128.66
Central,2015,Q4,-234.594
Central,2013,Q4,-192.492
Central,2014,Q2,-1414.41
Central,2013,Q4,3030.16
Central,2014,Q4,-82.81
Central,2013,Q3,-310.95
Central,2012,Q4,-404.046
Central,2012,Q3,-407.85
Central,2014,Q4,180.8
Central,2015,Q3,-1096.776
Central,2014,Q3,-582.426
Central,2015,Q1,3277.57
Central,2014,Q1,-101.19
Central,2014,Q2,-320.7
Central,2015,Q2,-276.95
Central,2014,Q2,126.07
Central,2012,Q4,-264.94
Central,2014,Q1,-116.02
Central,2013,Q3,-265.122
Central,2013,Q3,-821.87
Central,2013,Q4,474.89
Central,2015,Q4,-153.252
Central,2013,Q1,875.55
Central,2015,Q4,-1115.99
Central,2014,Q2,-183.26
Central,2014,Q2,-506.43
Central,2012,Q3,-98.3
Central,2013,Q3,3064.51
Central,2014,Q1,-151.73
Central,2014,Q3,-190.41
Central,2014,Q2,-281.76
Central,2014,Q3,1342.93
Central,2015,Q3,-31.725
Central,2012,Q3,243.16
Central,2013,Q1,-478.22
Central,2013,Q2,-127.39
Central,2015,Q4,2825.15
Central,2012,Q4,116.1
East,2014,Q4,-774.890688
East,2013,Q4,-483.12
East,2013,Q4,-94.2656
East,2014,Q4,-433.290143
East,2015,Q1,-1456.31
East,2014,Q3,-78.84
East,2014,Q1,604.46
East,2015,Q1,376.21
East,2012,Q4,-1262.44
East,2013,Q2,547.0362
East,2015,Q3,-715.1144
East,2013,Q4,-1401.1712
East,2013,Q4,-969.048366
East,2014,Q4,3146.2155
East,2013,Q4,-969.048366
East,2014,Q3,-774.1448
East,2014,Q2,-684.57
East,2012,Q3,7360.43
East,2015,Q1,8022.94
East,2013,Q3,4822.42
East,2014,Q4,-570.18
East,2015,Q3,-134.63
East,2015,Q3,-486.12
East,2013,Q3,487.17
East,2013,Q3,-592.5205
East,2015,Q2,-572.685399
East,2014,Q3,24.2964
East,2013,Q1,-969.048366
East,2014,Q4,-353.659878
East,2013,Q3,-969.048366
East,2014,Q3,-1331.553366
East,2015,Q4,-379.22
East,2013,Q4,-633.441237
East,2015,Q3,-572.685399
East,2014,Q4,-317.48
East,2014,Q4,-693.230395
East,2014,Q1,-113.77
East,2013,Q2,-226.41
East,2014,Q4,-243.60336
East,2015,Q1,-436.23
East,2014,Q1,-352.789866
East,2012,Q4,467.1243
East,2013,Q2,126.27855
East,2015,Q4,446.26
East,2013,Q2,-176.91
South,2015,Q1,112.58
South,2015,Q4,-773.78
South,2014,Q4,-1179.39
South,2013,Q3,-701.91
South,2014,Q3,4084.86
South,2012,Q3,-593.15
South,2015,Q2,-955.56
South,2015,Q1,-146.29
South,2014,Q2,1069.61
South,2014,Q3,32.55
South,2015,Q2,-303.44
South,2015,Q1,-692.82
South,2013,Q4,2271.68
South,2012,Q4,-973.3
South,2014,Q4,10.22
South,2015,Q2,-650.11
South,2013,Q3,-336.3
South,2013,Q2,-1446.08
South,2014,Q1,-1864.08
South,2012,Q3,1117.24
South,2013,Q3,-1393.69
South,2015,Q4,-503.77
South,2014,Q1,-382.98
South,2013,Q4,-1461.65
South,2015,Q2,166.44
South,2015,Q2,-179.17
South,2014,Q2,-70.43
West,2014,Q1,-211.36
West,2015,Q4,506.71
West,2015,Q4,-740.07
West,2015,Q4,-517.83
West,2015,Q2,-1050.77
West,2013,Q4,36.94
West,2013,Q2,-1052.79
West,2013,Q3,-3033.57
West,2015,Q2,-277.63
West,2014,Q3,541.01
West,2013,Q1,-1578.26
West,2014,Q3,-45.02
West,2014,Q4,1909.03
West,2013,Q2,1903.1
West,2013,Q3,-1704.89
West,2013,Q2,-163.2
West,2014,Q4,-1460.77
West,2013,Q1,-1565.89
West,2013,Q2,-824.09
West,2015,Q2,-335.77
West,2014,Q3,-865.88
West,2013,Q2,-90.41
West,2013,Q2,-4560.43
West,2013,Q1,-1402.68
West,2013,Q4,-160.39
West,2015,Q2,-379.1
West,2012,Q3,
West,2012,Q3,-691.31
West,2015,Q1,-347.16
West,2012,Q4,-107.49
West,2015,Q4,-1523.77
West,2015,Q2,-626.08
West,2013,Q4,-719.17
West,2014,Q2,611.11
West,2015,Q1,-519.94
West,2013,Q4,-765.5
West,2012,Q3,-84.93
West,2013,Q1,-79.96
West,2012,Q4,4089.27
West,2014,Q4,-287.62
West,2015,Q3,-454.8
West,2013,Q4,-514.18
West,2013,Q4,-261.77
Central,2012,Q4,-213.32
Central,2015,Q2,199.25
Central,2015,Q4,1061.61
Central,2015,Q4,-250.55
Central,2014,Q3,1418.36
Central,2013,Q1,-112.62
Central,2014,Q4,813.83
Central,2015,Q1,-345.92
Central,2012,Q2,-641.09
Central,2013,Q4,135.26
Central,2014,Q4,5626.42
Central,2014,Q4,673.77
Central,2012,Q3,-151.46
Central,2012,Q4,-244.47
Central,2014,Q4,2608.72
Central,2013,Q3,-541.87
Central,2012,Q4,-210.97
Central,2015,Q4,-226.45
Central,2015,Q3,-1430.451
Central,2012,Q2,-662.8
Central,2015,Q3,2155.41
Central,2014,Q2,1512.07
Central,2014,Q2,-144.87
Central,2013,Q4,-926.33
Central,2014,Q3,2820.44
Central,2015,Q3,-432.46
Central,2013,Q4,-194.967
Central,2014,Q2,-53.784
Central,2012,Q4,-189.34929
Central,2012,Q3,-221.5
Central,2013,Q3,-818.766
Central,2014,Q1,-382.38
Central,2013,Q4,-163.58
East,2013,Q1,-715.778206
East,2015,Q1,-433.290143
East,2013,Q2,-528.653125
East,2015,Q2,-892.79
East,2015,Q3,-528.653125
East,2013,Q1,45.54
East,2015,Q2,-51.28
East,2013,Q3,-423.2
East,2013,Q1,-219.2
East,2014,Q4,459.5
East,2015,Q4,-1331.553366
East,2014,Q4,-627.641157
East,2015,Q2,1383.32
East,2015,Q1,11.65095
East,2013,Q3,-627.641157
East,2012,Q4,-459.86
East,2014,Q4,-1068.0098
East,2012,Q3,-969.048366
East,2015,Q3,573.55
East,2015,Q2,-246.21
East,2013,Q4,40.93
East,2015,Q2,64.81
East,2013,Q1,-404.77
East,2015,Q4,4801.82
East,2014,Q4,-189.55
East,2014,Q2,-15.29
East,2013,Q2,332.3007
East,2014,Q3,-528.653125
East,2014,Q2,2177.54
East,2013,Q2,-1330.78
East,2012,Q3,-722.23
East,2013,Q1,196.21
East,2012,Q3,-203.27
East,2013,Q4,11.65095
East,2014,Q3,-1143.15
East,2015,Q3,-513.79042
East,2015,Q1,33.98895
East,2015,Q2,-127.94
East,2014,Q2,-362.04
East,2014,Q4,54.23085
East,2013,Q3,33.98895
East,2013,Q1,-416.7
East,2015,Q2,-99.16
East,2013,Q4,-106.33
East,2013,Q4,-311.54
East,2012,Q2,54.23085
East,2015,Q4,-605.52
East,2013,Q3,-189.02
East,2015,Q2,-224.35
South,2012,Q3,-62.29
South,2015,Q4,-329.72
South,2013,Q3,-791.66
South,2015,Q2,-237.13
South,2015,Q1,-196.07
South,2015,Q3,-124.04
South,2013,Q4,-258.8
South,2013,Q2,-698.09
South,2015,Q2,-514.94
South,2013,Q2,-372.82
South,2014,Q4,693.69
South,2012,Q3,1150.33
South,2012,Q3,468.27
South,2014,Q1,-1857.06
South,2012,Q4,846.23
South,2015,Q3,-211.51
South,2015,Q1,-779.81
South,2014,Q4,-862.44
South,2013,Q4,-383.03
South,2013,Q3,25.32
South,2012,Q3,-7.01
South,2015,Q1,50.95
South,2013,Q4,-112.88
South,2015,Q1,1099.29
South,2013,Q3,-640.6
South,2014,Q4,1590.95
West,2013,Q1,-18.81
West,2014,Q1,-824.15
West,2014,Q4,698.67
West,2014,Q1,3985.11
West,2014,Q4,350
West,2014,Q3,-993.35
West,2014,Q4,-351.51
West,2012,Q3,-80.86
West,2015,Q4,-699.72
West,2012,Q4,3025.59
West,2013,Q2,-365.44
West,2013,Q2,195.04
West,2015,Q4,-212.01
West,2015,Q3,103.11
West,2013,Q2,-1061.68
West,2013,Q4,-769.05
West,2012,Q3,-410.39
West,2015,Q3,-197.06
West,2012,Q3,-263.65
West,2015,Q4,126.31
West,2013,Q1,605.44
West,2015,Q3,16.47
West,2014,Q2,-211.33
West,2014,Q2,-1291.39
West,2013,Q4,-226.24
West,2012,Q4,871.97
West,2013,Q2,-248.78
West,2015,Q1,-298.62
West,2013,Q2,8614.79
West,2014,Q3,27.74
West,2014,Q3,-517.73
West,2013,Q1,-461.45
West,2013,Q3,-1131.6
Central,2014,Q4,-34.43
Central,2015,Q2,-246.3
Central,2015,Q3,-100.15
Central,2013,Q3,559.59
Central,2014,Q2,737.94
Central,2015,Q3,-673.31
Central,2014,Q1,45
Central,2013,Q3,33.47
Central,2013,Q3,206.56
Central,2012,Q2,595.38
East,2015,Q4,-505.984479
East,2013,Q3,10.04
East,2015,Q2,54.59805
East,2012,Q2,404.29
East,2013,Q4,40.63
East,2013,Q4,114.45
South,2015,Q2,1.42
South,2014,Q4,-138.51
South,2015,Q3,464.05
South,2013,Q2,77.53
West,2013,Q3,154.16
West,2015,Q1,-205.75
Central,2015,Q3,0.13
Central,2013,Q1,122.43
Central,2013,Q1,-261.45
Central,2014,Q4,630.28
Central,2013,Q3,7.69
Central,2012,Q3,598.2
Central,2015,Q4,77.38
Central,2013,Q2,958.8
Central,2015,Q3,10.73
East,2014,Q1,336.26
East,2012,Q4,69.31
East,2014,Q1,458.4
East,2013,Q3,1040.62
East,2015,Q2,46.21
East,2012,Q4,194.15
East,2012,Q4,91.08
East,2015,Q1,83.51
East,2013,Q2,2235.37
East,2012,Q4,28.08
South,2013,Q1,-20.67
South,2015,Q4,-11.98
South,2015,Q2,161.95
South,2014,Q2,152.31
West,2014,Q4,-158.58
West,2014,Q4,-12.98
West,2015,Q1,102.53
West,2012,Q3,1167.38
West,2014,Q1,22.38
West,2013,Q2,65.35
West,2014,Q1,202.63
West,2014,Q3,-5.87
West,2012,Q4,229.6
West,2013,Q3,1759.72
West,2015,Q3,49.86
West,2013,Q2,594.44
Central,2014,Q3,1467.82
Central,2015,Q1,-303.62
Central,2014,Q3,-19.26
Central,2014,Q2,950.68
Central,2013,Q4,51.36
Central,2015,Q2,-4.19
Central,2014,Q1,-1036.92
Central,2013,Q3,739.48
Central,2013,Q3,411.1
Central,2012,Q3,100.8
Central,2012,Q4,-865.98
Central,2013,Q1,-76.88
Central,2015,Q2,22.85
East,2012,Q3,804.2
East,2012,Q3,-1570.32
East,2013,Q3,7.69
East,2012,Q3,27.23
East,2014,Q3,-28.81
East,2012,Q3,-634.7341
East,2014,Q1,-13.59
East,2014,Q3,-135.06
East,2013,Q2,101.78
East,2015,Q2,31.24
South,2013,Q3,-128.02
South,2012,Q4,46.74
South,2014,Q2,-38.39
South,2014,Q4,115.24
West,2014,Q4,-7.48
West,2012,Q3,1539.59
West,2015,Q2,80.8
West,2014,Q2,343.05
West,2014,Q3,-56.73
Central,2014,Q4,-65.18
Central,2013,Q4,35.09
Central,2013,Q2,133.83
Central,2013,Q3,376.52
East,2014,Q2,-398.11
East,2014,Q3,-90.07
East,2015,Q3,656.95
East,2014,Q4,116.37
East,2012,Q4,-22.88
East,2014,Q1,-64.37
South,2012,Q4,-41.64
South,2015,Q3,528.11
South,2013,Q1,-24.93
South,2014,Q2,28.64
South,2012,Q4,945.54
West,2014,Q4,1779.01
West,2014,Q3,489.58
West,2013,Q1,-4.13
West,2013,Q1,357.23
West,2013,Q3,208.31
Central,2012,Q3,-1561.716
Central,2013,Q1,2081.48
Central,2015,Q4,-560.29
Central,2014,Q4,-56.45
Central,2012,Q3,-22.12
Central,2012,Q4,202.87
Central,2013,Q4,98.44
Central,2015,Q4,256.57
Central,2012,Q3,107.02
Central,2012,Q4,12
Central,2013,Q3,-30.6935
Central,2015,Q2,-22.16
Central,2012,Q3,-318.45177
Central,2014,Q3,319.64
Central,2013,Q2,26.24
Central,2014,Q1,-92.11
Central,2014,Q3,-36.47
Central,2015,Q2,326.43
Central,2013,Q4,-6.96
Central,2015,Q1,68.89
Central,2015,Q1,49.26
Central,2015,Q3,215.11
Central,2015,Q3,20.01
Central,2013,Q1,217.57
Central,2015,Q3,9.53
Central,2015,Q3,100.5
Central,2013,Q1,-172.4
Central,2013,Q2,135.79
Central,2015,Q3,-4.01
Central,2013,Q4,51.47
Central,2012,Q4,58.84
Central,2014,Q4,324.47
Central,2012,Q2,-211.54
Central,2013,Q2,-138.54
Central,2013,Q3,78.86
Central,2015,Q1,-69.05
Central,2014,Q3,40.58
Central,2015,Q1,-59.12
Central,2015,Q2,154.74
Central,2015,Q2,295.6
Central,2012,Q4,1232.79
Central,2015,Q1,122.41
Central,2014,Q2,-27.79
Central,2012,Q3,-38.38
Central,2014,Q4,-11.39
Central,2015,Q2,29.73
Central,2013,Q3,4.43
Central,2012,Q4,187.15
Central,2015,Q2,56.3
Central,2014,Q4,290.2
East,2013,Q3,330.5
East,2013,Q3,589.38
East,2014,Q1,-27.78
East,2015,Q3,53.87
East,2014,Q2,0.98
East,2013,Q2,-632.16
East,2013,Q3,-125.79
East,2014,Q1,1193.19
East,2014,Q3,-270.573732
East,2014,Q2,-37.32
East,2013,Q3,23.16
East,2015,Q2,80.43
East,2015,Q1,36.54
East,2014,Q1,-270.573732
East,2014,Q1,322.88
East,2014,Q4,87.66
East,2013,Q4,1.33
East,2015,Q1,23.41
East,2012,Q3,-22.72
East,2014,Q1,-7.9
East,2013,Q1,54.59805
East,2015,Q1,-2595.6502
East,2014,Q3,1215.28
East,2014,Q3,17.31
East,2012,Q4,97.19
South,2013,Q4,7.26
South,2014,Q3,-14.99
South,2014,Q4,1107.53
South,2013,Q4,154.99
South,2012,Q3,44.29
South,2012,Q3,-184.6
South,2014,Q4,-33.16
South,2014,Q3,388.23
South,2015,Q1,265.87
South,2013,Q2,579.76
South,2013,Q1,21.21
South,2014,Q3,-161.61
South,2013,Q3,326.97
South,2013,Q3,128.88
South,2015,Q3,131.05
South,2012,Q3,45.83
South,2012,Q4,622.89
South,2014,Q4,-2.55
South,2013,Q3,-73.1
South,2013,Q3,405.5
South,2015,Q1,16.48
South,2015,Q2,215.86
South,2013,Q2,182.72
South,2013,Q2,36.39
West,2014,Q4,1263.98
West,2014,Q1,-344.82
West,2012,Q4,48.6
West,2015,Q2,-10.4
West,2013,Q4,-42.73
West,2015,Q3,-17.32
West,2014,Q4,-144.24
West,2015,Q2,39.04
West,2012,Q4,-20.95
West,2014,Q2,7
West,2012,Q2,22.25
West,2012,Q2,14.48
West,2013,Q2,73.7
West,2012,Q3,113.98
West,2013,Q2,-2.91
West,2014,Q3,22.25
West,2015,Q3,651.74
West,2015,Q3,-31.11
West,2013,Q3,-1730.3
West,2015,Q2,41.83
West,2012,Q3,385.37
West,2012,Q4,213.79
West,2014,Q2,104.03
West,2014,Q2,-18.39
